VARIANT,PROJ_YEAR,param_mean,param_sd,ndraw,param_cv,pred_cv
UT,15,8.45359599537037,0.177695896586193,30,0.021020154817371,0.121827118937231
UT,20,9.75568942376749,0.244471776817678,30,0.0250594054605797,0.122588636512679
UT,25,11.0532757436502,0.329602844642536,30,0.0298194718277868,0.123649508288906
UT,30,12.4224323950782,0.426745108890255,30,0.0343527817514494,0.124820325324294
UT,35,13.803690628716,0.529511386673993,30,0.038360131425464,0.125982140333378
UT,40,15.214848666179,0.644676085491138,30,0.0423715082309155,0.127260931592388
UT,45,16.6315844775967,0.733783312132508,30,0.0441198680210498,0.127853677124261
UT,50,18.047124531179,0.819266112943272,30,0.0453959361519267,0.128299614259396
UT,55,19.4634700746193,0.912853222462141,30,0.04690084650694,0.128839781911751
UT,60,20.8884276667284,0.989098487462994,30,0.0473515050172233,0.129004515531031
UT,65,22.2486064941584,1.04650606723699,30,0.0470369264480344,0.128889380670705
UT,70,23.5798383325144,1.09653542522163,30,0.0465030934376514,0.12869552322933
UT,75,24.8955122193642,1.14458137280982,30,0.0459754096531318,0.12850579089198
UT,80,26.1321973620617,1.20301051033207,30,0.0460355665336655,0.128527325445119
UT,85,27.354211454644,1.24821028439581,30,0.0456313751345186,0.128383107910142
UT,90,28.5224997473128,1.27037428196137,30,0.0445393739404294,0.127999046211311
UT,95,29.6407705469239,1.2741895129303,30,0.0429877324178583,0.127467427754817
UT,100,30.6735453070617,1.25599206480336,30,0.0409470784100788,0.126793782301504
WC,0,22.7583534546639,0,30,0,0.12
WC,5,51.5096052232093,0.246554969199037,30,0.00478658238848128,0.120095426103419
WC,10,73.9106175737236,0.606192895843668,30,0.0082017024852892,0.12027995645018
WC,15,96.4249675424573,0.970698980431049,30,0.0100668841812535,0.120421518663064
WC,20,119.499755770026,1.34469571419951,30,0.0112527067987263,0.120526442784553
WC,25,142.654319038329,1.60116839919467,30,0.0112241144186069,0.120523776676978
WC,30,165.033481602732,1.90175036647691,30,0.0115234214779204,0.120552018824065
WC,35,186.46670107824,1.93243117552364,30,0.0103634116137058,0.120446669942656
WC,40,205.855476667098,2.14289778941404,30,0.0104097195960419,0.120450663186502
WC,45,223.889177411321,2.29700116400154,30,0.0102595453275599,0.120437777587966
WC,50,241.547705557713,2.51797999980883,30,0.0104243590059985,0.120451929252652
WC,55,257.87253419798,2.76050715067207,30,0.0107049289264467,0.120476535073517
WC,60,273.225432750976,2.95531757302137,30,0.0108164073280649,0.120486491639049
WC,65,288.244980535673,3.00113722551438,30,0.0104117588446365,0.120450839441819
WC,70,302.259126234874,3.1057015331868,30,0.0102749636441861,0.12043909198383
WC,75,315.5875492996,3.17347415985853,30,0.0100557647692426,0.120420589622765
WC,80,328.282639716866,3.10595089368007,30,0.0094612096952762,0.120372399198894
WC,85,339.951294250437,2.95157645058601,30,0.00868235097352395,0.120313686746053
WC,90,351.376022891498,2.90293275000089,30,0.00826161308934073,0.120284056511401
