PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha
16,22398199010497,2002,47.748782,-120.803553,7,3,,111.355,,,,,,,,,,124.713,,,,,,,,,,123.357
17,22398201010497,2002,47.645021,-120.44487,7,3,,46.436,,,,,,,,,,77.381,,,,,,,,,,109.998
18,22398202010497,2002,48.116015,-120.321555,7,3,,199.15,,,,,,,,,,204.755,,,,,,,,,,214.868
19,22398203010497,2002,47.792756,-120.594727,7,3,,63.486,,,,,,,,,,166.277,,,,,,,,,,190.024
20,22398204010497,2002,47.92279,-122.958977,9,2,,597.269,,,,,,,,,,,,,,,,,,,,452.226
21,22398205010497,2002,48.08677,-124.058074,9,3,,455.695,,,,,,,,,,487.819,,,,,,,,,,415.317
22,22398206010497,2002,47.94905,-123.065168,9,3,,23.621,,,,,,,,,,80.807,,,,,,,,,,207.027
23,22398207010497,2002,48.085821,-123.955209,9,3,,250.637,,,,,,,,,,319.218,,,,,,,,,,378.685
24,22398208010497,2002,48.109804,-124.14345,9,3,,254.875,,,,,,,,,,316.459,,,,,,,,,,354.028
25,22398209010497,2002,47.901407,-122.954988,9,3,,333.123,,,,,,,,,,383.868,,,,,,,,,,438.009
26,22398210010497,2002,46.167184,-122.252986,15,3,,61.451,,,,,,,,,,75.872,,,,,,,,,,77.388
27,22398211010497,2002,48.760172,-118.374026,19,3,,93.752,,,,,,,,,,137.874,,,,,,,,,,85.23
28,22398212010497,2002,48.937092,-118.329333,19,3,,103.132,,,,,,,,,,101.343,,,,,,,,,,73.821
29,22398213010497,2002,48.665323,-118.460489,19,3,,12.127,,,,,,,,,,23.371,,,,,,,,,,31.619
30,22398214010497,2002,48.635465,-118.202526,19,2,,104.828,,,,,,,,,,169.238,,,,,,,,,,
31,22398215010497,2002,48.529013,-118.69931,19,3,,90.147,,,,,,,,,,107.75,,,,,,,,,,60.906
32,22398216010497,2002,48.803665,-118.711819,19,3,,69.628,,,,,,,,,,89.057,,,,,,,,,,85.309
33,22398217010497,2002,48.793644,-118.383381,19,3,,123.365,,,,,,,,,,223.351,,,,,,,,,,187.478
34,22398218010497,2002,48.513305,-118.3305,19,3,,122.702,,,,,,,,,,143.263,,,,,,,,,,144.584
35,22398219010497,2002,48.597028,-118.44136,19,3,,69.009,,,,,,,,,,82.868,,,,,,,,,,90.145
36,22398220010497,2002,48.866193,-118.375268,19,3,,32.783,,,,,,,,,,59.419,,,,,,,,,,34.55
37,22398221010497,2002,48.786508,-118.340052,19,3,,100.64,,,,,,,,,,117.18,,,,,,,,,,95.542
38,22398223010497,2002,48.830189,-118.221185,19,3,,110.926,,,,,,,,,,62.733,,,,,,,,,,40.863
39,22398224010497,2002,48.517312,-118.25789,19,3,,56.114,,,,,,,,,,79.49,,,,,,,,,,88.516
40,22398225010497,2002,48.671598,-118.543818,19,2,,48.933,,,,,,,,,,80.836,,,,,,,,,,
41,22398226010497,2002,47.430317,-123.863863,27,3,,181.945,,,,,,,,,,139.562,,,,,,,,,,184.575
42,22398227010497,2002,47.481381,-123.577318,27,3,,156.217,,,,,,,,,,99.191,,,,,,,,,,99.758
43,22398228010497,2002,47.398132,-123.757266,27,2,,198.31,,,,,,,,,,364.547,,,,,,,,,,
44,22398229010497,2002,47.422289,-123.639028,27,3,,3.551,,,,,,,,,,41.895,,,,,,,,,,54.723
45,22398230010497,2002,47.35212,-123.578348,27,3,,143.423,,,,,,,,,,190.816,,,,,,,,,,240.047
46,22398231010497,2002,47.456547,-123.548923,27,3,,586.251,,,,,,,,,,673.759,,,,,,,,,,526.438
47,22398232010497,2002,47.631449,-122.997733,31,3,,241.958,,,,,,,,,,285.867,,,,,,,,,,294.736
48,22398233010497,2002,47.569231,-123.945053,31,3,,111.269,,,,,,,,,,167.983,,,,,,,,,,239.01
49,22398234010497,2002,47.663515,-121.393551,33,2,,112.196,,,,,,,,,,128.739,,,,,,,,,,
50,22398235010497,2002,47.516134,-121.461073,33,2,,297.089,,,,,,,,,,337.626,,,,,,,,,,
51,22398236010497,2002,47.74312,-121.535319,33,2,,362.178,,,,,,,,,,341.675,,,,,,,,,,
52,22398238010497,2002,47.740288,-121.243624,33,3,,185.312,,,,,,,,,,233.677,,,,,,,,,,251.757
53,22398239010497,2002,47.518807,-121.549565,33,2,,432.967,,,,,,,,,,458.124,,,,,,,,,,
54,22398240010497,2002,47.406345,-120.965373,37,3,,123.83,,,,,,,,,,143.345,,,,,,,,,,156.337
55,22398241010497,2002,47.328518,-120.7212,37,2,,13.506,,,,,,,,,,,,,,,,,,,,35.023
56,22398243010497,2002,47.306505,-120.533246,37,2,,226.24,,,,,,,,,,241.004,,,,,,,,,,
57,22398244010497,2002,47.233557,-120.572776,37,3,,89.669,,,,,,,,,,112.762,,,,,,,,,,13.887
58,22398245010497,2002,47.386175,-121.108216,37,3,,259.723,,,,,,,,,,303.502,,,,,,,,,,218.777
59,22398246010497,2002,47.241643,-121.33516,37,2,,303.974,,,,,,,,,,327.733,,,,,,,,,,
60,22398247010497,2002,47.3398,-121.300116,37,3,,15.868,,,,,,,,,,24.723,,,,,,,,,,30.941
61,22398248010497,2002,47.311365,-120.746793,37,3,,294.936,,,,,,,,,,354.334,,,,,,,,,,325.705
62,22398249010497,2002,47.393739,-121.254899,37,3,,111.702,,,,,,,,,,141.583,,,,,,,,,,154.172
63,22398250010497,2002,47.41093,-120.820976,37,3,,68.702,,,,,,,,,,89.601,,,,,,,,,,33.392
64,22398251010497,2002,46.99327,-121.054984,37,3,,120.274,,,,,,,,,,143.404,,,,,,,,,,169.973
65,22398252010497,2002,46.658546,-121.491523,41,3,,334.967,,,,,,,,,,360.592,,,,,,,,,,398.263
66,22398253010497,2002,46.490543,-121.857592,41,3,,162.027,,,,,,,,,,265.876,,,,,,,,,,411.165
67,22398254010497,2002,46.709878,-121.752924,41,3,,521.228,,,,,,,,,,605.076,,,,,,,,,,567.268
68,22398255010497,2002,46.732735,-122.288162,41,3,,470.247,,,,,,,,,,462.875,,,,,,,,,,554.666
69,22398256010497,2002,46.424139,-121.848945,41,3,,228.095,,,,,,,,,,282.451,,,,,,,,,,371.537
70,22398257010497,2002,46.630918,-121.783647,41,2,,3.062,,,,,,,,,,30.099,,,,,,,,,,
71,22398258010497,2002,46.709727,-121.921484,41,3,,153.094,,,,,,,,,,252.726,,,,,,,,,,364.459
72,22398259010497,2002,46.46098,-121.752499,41,3,,142.525,,,,,,,,,,220.244,,,,,,,,,,274.303
73,22398260010497,2002,46.398293,-122.083363,41,3,,352.258,,,,,,,,,,372.875,,,,,,,,,,382.51
74,22398261010497,2002,46.411253,-121.506243,41,3,,387.749,,,,,,,,,,428.606,,,,,,,,,,471.609
75,22398262010497,2002,46.70865,-121.71508,41,3,,144.132,,,,,,,,,,259.857,,,,,,,,,,135.269
76,22398263010497,2002,46.61275,-121.611083,41,3,,247.313,,,,,,,,,,248.335,,,,,,,,,,279.595
77,22398264010497,2002,46.685686,-121.858107,41,2,,128.374,,,,,,,,,,221.406,,,,,,,,,,
78,22398265010497,2002,47.406196,-123.332341,45,3,,23.908,,,,,,,,,,82.402,,,,,,,,,,122.449
79,22398266010497,2002,47.400719,-123.283473,45,3,,233.288,,,,,,,,,,197.01,,,,,,,,,,220.191
80,22398267010497,2002,47.448326,-123.320915,45,3,,12.227,,,,,,,,,,24.89,,,,,,,,,,40.074
81,22398269010497,2002,48.640735,-119.995344,47,2,,108.881,,,,,,,,,,,,,,,,,,,,0.286
82,22398271010497,2002,48.461806,-120.401679,47,3,,65.116,,,,,,,,,,57.428,,,,,,,,,,50.994
83,22398272010497,2002,48.138002,-120.201135,47,3,,187.258,,,,,,,,,,179.284,,,,,,,,,,202.089
84,22398275010497,2002,48.811062,-118.976763,47,3,,109.005,,,,,,,,,,128.616,,,,,,,,,,132.928
85,22398276010497,2002,48.631884,-120.320124,47,3,,150.604,,,,,,,,,,186.71,,,,,,,,,,184.681
86,22398277010497,2002,48.907782,-118.933849,47,3,,102.045,,,,,,,,,,112.538,,,,,,,,,,123.297
87,22398278010497,2002,48.703519,-120.316212,47,3,,127.805,,,,,,,,,,127.317,,,,,,,,,,10.047
88,22398279010497,2002,48.918142,-119.378927,47,3,,103.585,,,,,,,,,,108.694,,,,,,,,,,113.687
89,22398280010497,2002,48.834757,-118.967702,47,3,,139.354,,,,,,,,,,168.248,,,,,,,,,,165.301
90,22398281010497,2002,48.226394,-119.977614,47,2,,24.722,,,,,,,,,,,,,,,,,,,,47.502
91,22398284010497,2002,48.674586,-120.030381,47,2,,159.834,,,,,,,,,,,,,,,,,,,,0.585
92,22398286010497,2002,48.158212,-120.20239,47,3,,198.538,,,,,,,,,,137.342,,,,,,,,,,81.784
93,22398287010497,2002,48.026936,-119.989652,47,3,,2.997,,,,,,,,,,66.321,,,,,,,,,,12.177
94,22398288010497,2002,48.588642,-119.776426,47,2,,125.612,,,,,,,,,,157.324,,,,,,,,,,
95,22398289010497,2002,48.548365,-119.257357,47,3,,64.439,,,,,,,,,,74.062,,,,,,,,,,65.137
96,22398290010497,2002,48.256438,-120.012301,47,2,,41.671,,,,,,,,,,43.308,,,,,,,,,,
97,22398291010497,2002,48.134269,-120.13392,47,2,,128.603,,,,,,,,,,,,,,,,,,,,69.121
98,22398294010497,2002,48.75207,-120.278324,47,3,,148.565,,,,,,,,,,127.695,,,,,,,,,,5.099
99,22398295010497,2002,48.347078,-119.977565,47,2,,126.369,,,,,,,,,,144.727,,,,,,,,,,
100,22398296010497,2002,48.517283,-118.960708,47,2,,3.551,,,,,,,,,,1.072,,,,,,,,,,
101,22398298010497,2002,48.856669,-119.010789,47,3,,108.817,,,,,,,,,,87.85,,,,,,,,,,41.622
102,22398299010497,2002,48.280416,-119.979633,47,2,,81.738,,,,,,,,,,,,,,,,,,,,101.028
103,22398300010497,2002,48.549072,-120.070769,47,2,,79.107,,,,,,,,,,,,,,,,,,,,0.364
104,22398301010497,2002,48.665171,-118.947607,47,3,,233.697,,,,,,,,,,243.831,,,,,,,,,,233.628
105,22398302010497,2002,48.260747,-120.26861,47,3,,66.672,,,,,,,,,,73.416,,,,,,,,,,51.665
106,22398303010497,2002,48.602368,-117.425128,51,3,,129.154,,,,,,,,,,194.493,,,,,,,,,,202.398
107,22398304010497,2002,48.426111,-117.443892,51,3,,126.229,,,,,,,,,,152.886,,,,,,,,,,140.788
108,22398305010497,2002,48.601941,-117.467712,51,2,,92.186,,,,,,,,,,139.406,,,,,,,,,,
109,22398306010497,2002,48.753974,-117.530528,51,2,,166.098,,,,,,,,,,232.571,,,,,,,,,,
110,22398307010497,2002,48.547206,-117.436923,51,2,,291.913,,,,,,,,,,381.655,,,,,,,,,,
111,22398308010497,2002,48.355488,-117.42016,51,3,,241.429,,,,,,,,,,259.608,,,,,,,,,,318.658
112,22398309010497,2002,48.496723,-117.406651,51,3,,61.44,,,,,,,,,,78.477,,,,,,,,,,93.954
113,22398310010497,2002,48.743749,-117.333914,51,3,,124.528,,,,,,,,,,172.955,,,,,,,,,,186.559
114,22398311010497,2002,48.210782,-117.064099,51,3,,99.486,,,,,,,,,,97.105,,,,,,,,,,124.738
115,22398312010497,2002,48.496233,-117.32735,51,3,,160.961,,,,,,,,,,183.237,,,,,,,,,,192.562
116,22398313010497,2002,48.522877,-117.367398,51,3,,236.657,,,,,,,,,,253.653,,,,,,,,,,300.545
117,22398314010497,2002,46.983194,-121.931071,53,3,,261.079,,,,,,,,,,319.039,,,,,,,,,,351.157
118,22398315010497,2002,46.951625,-121.962883,53,3,,223.61,,,,,,,,,,287.73,,,,,,,,,,351.416
119,22398316010497,2002,47.0997,-121.551348,53,3,,29.749,,,,,,,,,,118.873,,,,,,,,,,239.305
120,22398317010497,2002,48.423079,-121.368883,57,2,,34.395,,,,,,,,,,67.263,,,,,,,,,,
121,22398318010497,2002,48.380631,-121.772721,57,3,,200.454,,,,,,,,,,243.918,,,,,,,,,,262.219
122,22398319010497,2002,48.461506,-121.955248,57,3,,25.812,,,,,,,,,,83.4,,,,,,,,,,188.37
123,22398320010497,2002,48.352514,-121.591456,57,3,,742.922,,,,,,,,,,706.564,,,,,,,,,,794.954
124,22398322010497,2002,48.433029,-121.51821,57,3,,146.102,,,,,,,,,,245.813,,,,,,,,,,383.493
125,22398323010497,2002,48.480835,-121.924408,57,3,,0.287,,,,,,,,,,1.348,,,,,,,,,,33.726
126,22398324010497,2002,48.455792,-121.708517,57,3,,543.092,,,,,,,,,,434.372,,,,,,,,,,223.26
127,22398325010497,2002,46.314602,-121.903404,59,3,,213.515,,,,,,,,,,232.812,,,,,,,,,,264.213
128,22398326010497,2002,46.288784,-121.832191,59,3,,325.464,,,,,,,,,,358.185,,,,,,,,,,387.748
129,22398328010497,2002,46.215503,-121.899948,59,2,,28.89,,,,,,,,,,73.741,,,,,,,,,,
130,22398329010497,2002,45.918773,-121.768432,59,3,,77.61,,,,,,,,,,70.842,,,,,,,,,,71.597
131,22398330010497,2002,46.169043,-122.212286,59,3,,89.915,,,,,,,,,,100.153,,,,,,,,,,123.336
132,22398331010497,2002,46.368123,-121.853095,59,3,,482.25,,,,,,,,,,479.538,,,,,,,,,,435.072
133,22398333010497,2002,46.238461,-121.65767,59,3,,475.101,,,,,,,,,,497.522,,,,,,,,,,663.714
134,22398335010497,2002,46.145399,-121.794034,59,3,,414.07,,,,,,,,,,414.595,,,,,,,,,,452.914
135,22398336010497,2002,46.302501,-121.581885,59,3,,133.787,,,,,,,,,,159.925,,,,,,,,,,203.061
136,22398338010497,2002,45.801248,-121.875471,59,3,,450.714,,,,,,,,,,372.3,,,,,,,,,,408.229
137,22398339010497,2002,45.945644,-121.872272,59,3,,118.453,,,,,,,,,,139.035,,,,,,,,,,158.742
138,22398341010497,2002,46.164354,-121.966757,59,3,,417.151,,,,,,,,,,386.535,,,,,,,,,,341.3
139,22398342010497,2002,46.194312,-122.018072,59,3,,535.58,,,,,,,,,,556.733,,,,,,,,,,576.723
140,22398343010497,2002,46.093376,-122.218453,59,3,,102.672,,,,,,,,,,111.645,,,,,,,,,,118.25
141,22398344010497,2002,46.371811,-122.138482,59,3,,309.615,,,,,,,,,,266.335,,,,,,,,,,315.997
142,22398346010497,2002,46.0454,-121.724422,59,3,,398.57,,,,,,,,,,468.759,,,,,,,,,,444.06
143,22398347010497,2002,45.901555,-122.146694,59,3,,41.419,,,,,,,,,,95.295,,,,,,,,,,168.495
144,22398348010497,2002,46.117837,-121.578163,59,3,,489.011,,,,,,,,,,474.106,,,,,,,,,,333.292
145,22398349010497,2002,46.290558,-121.571123,59,3,,26.537,,,,,,,,,,35.419,,,,,,,,,,45.759
146,22398350010497,2002,45.917881,-121.837808,59,3,,201.956,,,,,,,,,,288.576,,,,,,,,,,303.908
147,22398351010497,2002,45.898983,-121.931849,59,3,,272.424,,,,,,,,,,333.825,,,,,,,,,,403.799
148,22398352010497,2002,46.064369,-121.835706,59,3,,34.836,,,,,,,,,,85.237,,,,,,,,,,151.4
149,22398354010497,2002,48.155458,-121.44677,61,3,,399.981,,,,,,,,,,445.562,,,,,,,,,,486.847
150,22398356010497,2002,48.138587,-121.563281,61,3,,375.272,,,,,,,,,,416.688,,,,,,,,,,370.581
151,22398359010497,2002,48.206923,-121.452469,61,3,,11.924,,,,,,,,,,38.44,,,,,,,,,,94.839
152,22398360010497,2002,48.185452,-121.490599,61,3,,444.174,,,,,,,,,,488.842,,,,,,,,,,559.763
153,22398361010497,2002,48.236507,-121.258519,61,3,,423.577,,,,,,,,,,441.613,,,,,,,,,,218.166
154,22398364010497,2002,48.256056,-121.447676,61,3,,5.623,,,,,,,,,,33.612,,,,,,,,,,59.491
155,22398365010497,2002,48.900739,-118.033082,65,2,,103.734,,,,,,,,,,81.384,,,,,,,,,,
156,22398366010497,2002,48.945007,-117.991035,65,3,,211.325,,,,,,,,,,244.96,,,,,,,,,,268.252
157,22398367010497,2002,48.978152,-118.137932,65,3,,0.74,,,,,,,,,,14.845,,,,,,,,,,15.613
158,22398368010497,2002,48.640048,-117.724341,65,2,,118.071,,,,,,,,,,166.066,,,,,,,,,,
159,22398369010497,2002,48.728168,-121.586528,73,3,,474.371,,,,,,,,,,530.529,,,,,,,,,,525.255
160,22398370010497,2002,48.823024,-121.910983,73,3,,102.576,,,,,,,,,,57.375,,,,,,,,,,38.07
161,22398371010497,2002,48.948058,-121.798258,73,3,,521.337,,,,,,,,,,575.427,,,,,,,,,,521.87
162,22398372010497,2002,48.997056,-121.918796,73,3,,244.607,,,,,,,,,,255.96,,,,,,,,,,272.428
163,22398373010497,2002,48.774479,-121.954824,73,3,,460.008,,,,,,,,,,516.389,,,,,,,,,,502.468
164,22398374010497,2002,48.874692,-121.769114,73,3,,119.462,,,,,,,,,,166.85,,,,,,,,,,259.334
165,22398375010497,2002,48.748724,-121.590068,73,3,,393.451,,,,,,,,,,449.161,,,,,,,,,,463.347
166,22398376010497,2002,46.092285,-121.508036,77,3,,302.385,,,,,,,,,,194.021,,,,,,,,,,124.714
167,22398377010497,2002,46.631332,-121.208286,77,3,,145.928,,,,,,,,,,143.032,,,,,,,,,,157.363
168,22398378010497,2002,46.950639,-121.207059,77,3,,149.428,,,,,,,,,,225.568,,,,,,,,,,164.998
169,22398380010497,2002,46.387726,-121.499568,77,3,,232.659,,,,,,,,,,215.283,,,,,,,,,,242.429
170,22398381010497,2002,46.850038,-121.064618,77,3,,99.406,,,,,,,,,,83.804,,,,,,,,,,26.131
171,22398382010497,2002,46.947167,-121.163624,77,3,,174.076,,,,,,,,,,169.212,,,,,,,,,,167.919
172,22398383010497,2002,47.067846,-121.346064,77,3,,120.472,,,,,,,,,,179.263,,,,,,,,,,206.602
173,22398384010497,2002,46.60525,-121.287268,77,3,,34.93,,,,,,,,,,68.357,,,,,,,,,,103.367
174,22398397010497,2002,47.405011,-120.464309,7,3,,136.747,,,,,,,,,,172.609,,,,,,,,,,186.499
175,22398469010497,2002,47.338434,-120.933019,37,2,,243.269,,,,,,,,,,247.3,,,,,,,,,,
176,22398470010497,2002,47.441465,-121.081257,37,2,,268.454,,,,,,,,,,,,,,,,,,,,193.444
177,22398477010497,2002,47.091081,-120.945804,37,3,,184.804,,,,,,,,,,220.743,,,,,,,,,,221.6
178,22398479010497,2002,47.118837,-121.344645,37,3,,222.164,,,,,,,,,,224.358,,,,,,,,,,229.862
179,22398506010497,2002,48.554468,-120.484122,47,3,,179.489,,,,,,,,,,153.92,,,,,,,,,,28.256
180,22398509010497,2002,48.160276,-120.352458,47,3,,64.421,,,,,,,,,,85.548,,,,,,,,,,101.132
181,22398519010497,2002,48.591621,-119.701165,47,3,,55.225,,,,,,,,,,67.528,,,,,,,,,,10.16
182,22398520010497,2002,48.661538,-120.728105,47,3,,242.729,,,,,,,,,,268.103,,,,,,,,,,309.089
183,22398533010497,2002,48.661101,-120.701536,47,3,,186.421,,,,,,,,,,180.768,,,,,,,,,,203.39
184,22398542010497,2002,48.937491,-117.251006,51,3,,123.925,,,,,,,,,,160.973,,,,,,,,,,170.927
185,22398543010497,2002,48.907876,-117.242918,51,2,,81.522,,,,,,,,,,88.245,,,,,,,,,,
186,22398546010497,2002,48.936172,-117.288195,51,3,,208.368,,,,,,,,,,250.156,,,,,,,,,,261.788
187,22398548010497,2002,48.899003,-117.105851,51,3,,187.88,,,,,,,,,,146.982,,,,,,,,,,178.373
188,22398550010497,2002,48.375606,-117.453346,51,3,,45.768,,,,,,,,,,77.898,,,,,,,,,,139.173
189,22398631010497,2002,47.045075,-121.299665,77,3,,303.712,,,,,,,,,,364.196,,,,,,,,,,424.978
190,24120681010900,2002,46.082761,-117.278237,3,3,,50.263,,,,,,,,,,61.238,,,,,,,,,,86.68
191,24121086010900,2002,47.359466,-120.576872,7,3,,43.578,,,,,,,,,,57.733,,,,,,,,,,74.59
192,24121803010900,2002,47.620797,-120.813781,7,3,,157.317,,,,,,,,,,169.035,,,,,,,,,,152.888
193,24121999010900,2002,47.639772,-120.416372,7,3,,65.447,,,,,,,,,,57.495,,,,,,,,,,82.058
194,24122543010900,2002,47.655239,-120.638357,7,3,,50.559,,,,,,,,,,61.157,,,,,,,,,,68.72
195,24122888010900,2002,47.701186,-120.273585,7,3,,290.629,,,,,,,,,,340.809,,,,,,,,,,332.51
196,24123071010900,2002,47.776258,-120.819337,7,3,,107.693,,,,,,,,,,101.219,,,,,,,,,,129.555
197,24123557010900,2002,47.849586,-120.616964,7,2,,200.799,,,,,,,,,,268.692,,,,,,,,,,
198,24124220010900,2002,47.845446,-120.399285,7,3,,42.208,,,,,,,,,,38.639,,,,,,,,,,65.149
199,24124884010900,2002,47.950844,-120.833212,7,3,,4.364,,,,,,,,,,7.153,,,,,,,,,,10.828
200,24125006010900,2002,47.972818,-120.507931,7,2,,154.063,,,,,,,,,,163.804,,,,,,,,,,
201,24125434010900,2002,47.997715,-120.678825,7,3,,36.939,,,,,,,,,,31.642,,,,,,,,,,2.872
202,24125746010900,2002,48.036053,-120.327218,7,2,,13.138,,,,,,,,,,,,,,,,,,,,1.146
203,24126481010900,2002,48.415038,-120.953472,7,3,,326.796,,,,,,,,,,349.217,,,,,,,,,,316.159
204,24126717010900,2002,47.917651,-123.032052,9,3,,57.914,,,,,,,,,,122.702,,,,,,,,,,182.937
205,24127366010900,2002,47.970643,-124.616023,9,2,,82.292,,,,,,,,,,216.078,,,,,,,,,,
206,24127766010900,2002,48.0142,-124.281792,9,3,,508.111,,,,,,,,,,508.714,,,,,,,,,,459.212
207,24128071010900,2002,48.059553,-123.962698,9,3,,465.336,,,,,,,,,,434.36,,,,,,,,,,495.799
208,24128718010900,2002,48.149784,-124.700359,9,3,,431.673,,,,,,,,,,485.378,,,,,,,,,,447.53
209,24128987010900,2002,48.159662,-124.110434,9,2,,163.535,,,,,,,,,,,,,,,,,,,,331.247
210,24129466010900,2002,48.263441,-124.55815,9,3,,137.733,,,,,,,,,,190.894,,,,,,,,,,251.228
211,24129690010900,2002,45.95419,-122.353876,11,2,,72.777,,,,,,,,,,97.104,,,,,,,,,,
212,24129855010900,2002,45.854463,-122.554375,11,3,,15.567,,,,,,,,,,99.008,,,,,,,,,,140.487
213,24130026010900,2002,45.894803,-122.413396,11,3,,650.888,,,,,,,,,,716.536,,,,,,,,,,719.66
214,24130280010900,2002,46.047217,-122.285877,11,3,,430.645,,,,,,,,,,485.667,,,,,,,,,,254.886
215,24130453010900,2002,46.036188,-117.940058,13,2,,183.68,,,,,,,,,,213.95,,,,,,,,,,
216,24130742010900,2002,46.172115,-117.794689,13,2,,293.603,,,,,,,,,,,,,,,,,,,,0.122
217,24131014010900,2002,46.321725,-117.803813,13,2,,21.409,,,,,,,,,,,,,,,,,,,,0.796
218,24131222010900,2002,45.995046,-122.609794,15,3,,5.267,,,,,,,,,,77.255,,,,,,,,,,175.803
219,24131419010900,2002,46.052275,-122.783162,15,3,,45.124,,,,,,,,,,126.985,,,,,,,,,,248.72
220,24131587010900,2002,46.044207,-122.414931,15,3,,1.149,,,,,,,,,,32.811,,,,,,,,,,101.744
221,24131857010900,2002,46.146203,-122.630701,15,2,,2.046,,,,,,,,,,56.181,,,,,,,,,,
222,24132057010900,2002,46.195394,-122.812849,15,2,,166.918,,,,,,,,,,,,,,,,,,,,92.703
223,24132229010900,2002,46.202972,-122.720418,15,3,,32.961,,,,,,,,,,141.842,,,,,,,,,,236.371
224,24132612010900,2002,46.169883,-122.280547,15,3,,605.642,,,,,,,,,,658.129,,,,,,,,,,680.542
225,24132946010900,2002,46.218579,-122.467097,15,2,,177.163,,,,,,,,,,275.161,,,,,,,,,,
226,24133127010900,2002,46.326253,-123.186862,15,3,,192.285,,,,,,,,,,169.162,,,,,,,,,,257.337
227,24133291010900,2002,46.240061,-122.64958,15,2,,61.479,,,,,,,,,,,,,,,,,,,,203.458
228,24133522010900,2002,46.345829,-122.350497,15,3,,83.437,,,,,,,,,,187.405,,,,,,,,,,275.795
229,24133962010900,2002,47.914215,-118.370357,19,2,,40.957,,,,,,,,,,,,,,,,,,,,9.012
230,24134090010900,2002,48.068201,-118.720137,19,2,,103.163,,,,,,,,,,133.973,,,,,,,,,,
231,24134260010900,2002,48.105538,-118.572526,19,3,,74.172,,,,,,,,,,86.293,,,,,,,,,,99.055
232,24134431010900,2002,48.105827,-118.353676,19,3,,37.018,,,,,,,,,,34.221,,,,,,,,,,48.3
233,24134547010900,2002,48.231796,-118.73619,19,3,,93.715,,,,,,,,,,126.372,,,,,,,,,,162.451
234,24134721010900,2002,48.248236,-118.414866,19,3,,65.303,,,,,,,,,,93.136,,,,,,,,,,97.466
235,24134853010900,2002,48.299284,-118.572586,19,2,,183.808,,,,,,,,,,220.653,,,,,,,,,,
236,24135041010900,2002,48.295733,-118.200968,19,3,,98.08,,,,,,,,,,84.492,,,,,,,,,,66.144
