PLOT,FIA_PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha,BIOM_2025_Mgha
177,20068,63812449010661,2001,43.403937,-88.3595,131,5,,6.394,,,,,11.574,,,,,19.986,,,,,26.555,,,,,,,40.696,,
178,20068,64365011010661,2001,44.930236,-88.381317,83,5,,231.545,,,,,247.649,,,,,271.95,,,,,,293.367,,,,,,,260.556,
179,20068,64224994010661,2001,44.833098,-91.034019,35,5,,0.922,,,,,0.968,,,,,3.983,,,,,,3.496,,,,,,,8.855,
180,20068,64106598010661,2001,44.219306,-90.638592,53,5,,50.832,,,,,66.586,,,,,109.061,,,,,,171.548,,,,,,,195.605,
181,20068,64648794010661,2002,45.913217,-88.507997,37,5,,,121.267,,,,,122.652,,,,,114.062,,,,,,125.728,,,,,,,139.336
182,20069,64340109010661,2001,45.038625,-88.589272,78,5,,137.076,,,,,144.512,,,,,166.244,,,,,,181.398,,,,,,,197.946,
183,20070,63802686010661,2001,42.545305,-88.561589,127,5,,22.745,,,,,75.739,,,,,59.65,,,,,69.96,,,,,,,85.656,,
184,20071,63825081010661,2000,45.948942,-90.19971,99,5,41.38,,,,,48.574,,,,,49.216,,,,,,60.208,,,,,,,65.602,,
185,20071,64116647010661,2001,44.237153,-90.045961,57,5,,44.533,,,,,30.25,,,,,22.286,,,,,,42.344,,,,,,,83.022,
186,20071,64354256010661,2001,44.005048,-90.707234,81,5,,80.526,,,,,44.808,,,,,51.567,,,,,,65.716,,,,,,,77.581,
187,20072,63851949010661,2000,43.135963,-91.141068,23,5,282.017,,,,,268.625,,,,,198.222,,,,,,130.778,,,,,,,172.777,,
188,20072,64422271010661,2001,45.440044,-92.614203,95,5,,62.493,,,,,71.49,,,,,62.157,,,,,,63.928,,,,,,,76.698,
189,20073,63747012010661,2000,44.742465,-89.084116,115,5,18.333,,,,,29.712,,,,,45.879,,,,,54.978,,,,,,,67.36,,,
190,20073,64699865010661,2000,46.706966,-91.450606,7,5,103.206,,,,,117.195,,,,,132.226,,,,,,161.0,,,,,,,195.034,,
191,20073,64198464010661,2002,45.375815,-91.704642,5,5,,,153.418,,,,,146.854,,,,,164.053,,,,,,176.605,,,,,,,203.709
192,20073,64672096010661,2002,45.94006,-89.007989,41,5,,,37.878,,,,,47.513,,,,,52.806,,,,,,82.782,,,,,,,107.968
193,20073,64163057010661,2002,45.391392,-89.785797,69,5,,,10.567,,,,,11.124,,,,,11.31,,,,,,2.322,,,,,,,2.343
194,20073,63997057010661,2002,45.839278,-90.073085,99,5,,,84.544,,,,,89.492,,,,,96.82,,,,,,114.786,,,,,,,128.386
195,20073,64576938010661,2002,44.360717,-88.483627,87,5,,,8.516,,,,,17.299,,,,,35.105,,,,,,39.226,,,,,,,61.224
196,20074,63775111010661,2000,44.838151,-88.154322,83,5,61.067,,,,,62.952,,,,,69.642,,,,,64.333,,,,,,,82.866,,,
197,20074,63683402010661,2000,43.960254,-89.150175,47,5,89.548,,,,,87.007,,,,,80.287,,,,,,71.111,,,,,,,106.862,,
198,20074,64236268010661,2002,44.501202,-91.857636,11,5,,,147.162,,,,,149.799,,,,,127.085,,,,,,150.785,,,,,,,174.816
199,20075,64460503010661,2001,46.232325,-91.268711,7,5,,174.425,,,,,190.576,,,,,205.442,,,,,,239.912,,,,,,,268.516,
200,20075,63844542010661,2001,43.219722,-90.638658,103,5,,23.312,,,,,12.728,,,,,17.128,,,,,,24.322,,,,,,,14.973,
201,20075,64510395010661,2001,45.902353,-92.512067,13,5,,39.647,,,,,60.839,,,,,73.634,,,,,58.483,,,,,,,65.185,,
202,20076,63734578010661,2000,43.294146,-90.011429,111,5,125.818,,,,,121.66,,,,,129.348,,,,,165.866,,,,,,,185.63,,,
203,20076,64251026010661,2001,45.881543,-88.743519,41,5,,99.708,,,,,112.8,,,,,124.576,,,,,,128.604,,,,,,,121.669,
204,20077,63841683010661,2001,43.386359,-90.419779,103,5,,79.648,,,,,87.94,,,,,124.335,,,,,,162.612,,,,,,,202.187,
205,20078,63788489010661,2000,45.629129,-89.760631,85,5,53.28,,,,,35.35,,,,,71.926,,,,,96.513,,,,,,,139.332,,,
206,20078,63868127010661,2000,45.931896,-92.449227,13,5,112.274,,,,,134.969,,,,,123.862,,,,,125.32,,,,,,,154.623,,,
207,20078,64240074010661,2002,44.097742,-91.558708,11,5,,,181.223,,,,,195.628,,,,,205.607,,,,,,217.805,,,,,,,227.204
208,20079,64379805010661,2001,45.813684,-89.968183,85,5,,13.42,,,,,41.263,,,,,77.162,,,,,,121.567,,,,,,,162.736,
209,20079,64344535010661,2001,44.971981,-88.679073,78,5,,234.292,,,,,171.267,,,,,204.085,,,,,234.474,,,,,,,281.726,,
210,20081,64285865010661,2002,43.402264,-90.703662,23,5,,,103.805,,,,,120.517,,,,,141.68,,,,,,151.341,,,,,,,183.917
211,20082,64110660010661,2001,43.06409,-88.812066,55,5,,163.818,,,,,179.639,,,,,201.106,,,,,,239.628,,,,,,,191.645,
212,20082,64390566010661,2001,45.745561,-90.021953,85,5,,88.816,,,,,94.77,,,,,115.575,,,,,,151.331,,,,,,,183.481,
213,20083,63776681010661,2000,45.271174,-88.676233,83,5,147.016,,,,,158.712,,,,,178.164,,,,,189.401,,,,,,,76.704,,,
214,20083,64085924010661,2001,46.287269,-90.359116,51,5,,50.662,,,,,49.384,,,,,53.913,,,,,,54.254,,,,,,,57.215,
215,20083,64017936010661,2002,42.617583,-89.172366,105,5,,,36.826,,,,,49.017,,,,,16.376,,,,,,22.195,,,,,,,37.683
216,20084,63693875010661,2000,43.577803,-90.71936,123,5,155.75,,,,,182.964,,,,,209.766,,,,,,233.566,,,,,,,249.531,,
217,20084,64660952010661,2000,45.010458,-87.208632,29,5,18.989,,,,,42.478,,,,,64.348,,,,,,40.521,,,,,,,101.312,,
218,20084,63716343010661,2000,44.529212,-90.131815,141,5,174.357,,,,,201.774,,,,,200.521,,,,,,231.58,,,,,,,235.988,,
219,20084,64192368010661,2001,43.315866,-88.779353,27,5,,88.04,,,,,102.138,,,,,129.469,,,,,,158.235,,,,,,,119.218,
220,20085,64451564010661,2001,46.763236,-90.889783,7,5,,141.152,,,,,150.067,,,,,162.624,,,,,,,178.669,,,,,,,190.9
221,20086,63853393010661,2000,43.084957,-91.02505,23,5,176.023,,,,,202.746,,,,,224.624,,,,,,260.664,,,,,,,305.992,,
222,20086,64007382010661,2002,45.748764,-90.165552,99,5,,,93.039,,,,,103.366,,,,,111.706,,,,,,137.409,,,,,,,163.21
223,20086,64338718010661,2001,43.691627,-89.367138,77,5,,41.76,,,,,26.738,,,,,21.898,,,,,,25.41,,,,,,,29.875,
224,20088,64369284010661,2001,45.171358,-88.354714,83,5,,26.927,,,,,31.402,,,,,32.889,,,,,,33.571,,,,,,,27.351,
225,20088,63813541010661,2001,42.863459,-88.287562,133,5,,40.655,,,,,32.395,,,,,48.857,,,,,,58.127,,,,,,,11.056,
226,20088,63787949010661,2001,43.634713,-90.49886,123,5,,132.652,,,,,157.419,,,,,163.161,,,,,,41.441,,,,,,,38.236,
227,20088,63982956010661,2002,44.403797,-89.292032,97,5,,,16.151,,,,,16.289,,,,,20.692,,,,,,17.73,,,,,,,17.022
228,20089,63685391010661,2000,43.051223,-90.230513,49,5,90.662,,,,,91.899,,,,,108.731,,,,,119.07,,,,,,,140.882,,,
229,20089,63794296010661,2001,45.909442,-89.589151,125,5,,75.437,,,,,86.529,,,,,107.211,,,,,,148.983,,,,,,,176.728,
230,20090,64514217010661,2001,45.71113,-92.852284,13,5,,18.18,,,,,48.719,,,,,54.824,,,,,,100.087,,,,,,,108.673,
231,20090,64177787010661,2002,44.302708,-87.641879,71,5,,,49.025,,,,,64.293,,,,,79.47,,,,,,86.657,,,,,,,101.266
232,20091,63774786010661,2000,44.9023,-88.084688,83,5,13.126,,,,,18.777,,,,,17.667,,,,,,17.005,,,,,,,20.106,,
233,20091,63850328010661,2001,45.53181,-90.830836,107,5,,31.437,,,,,41.619,,,,,51.604,,,,,,60.645,,,,,,,82.221,
234,20091,63822189010661,2001,43.995094,-88.998945,137,5,,92.902,,,,,77.706,,,,,81.984,,,,,,85.127,,,,,,,59.888,
235,20091,64544042010661,2002,44.003806,-90.833131,81,5,,,11.151,,,,,8.963,,,,,16.647,,,,,,29.49,,,,,,,35.744
236,20092,64230412010661,2001,45.853908,-88.258168,37,5,,154.019,,,,,170.882,,,,,145.67,,,,,,138.645,,,,,,,117.565,
237,20093,63620993010661,2000,44.630429,-87.538888,61,5,225.77,,,,,244.564,,,,,130.822,,,,,,131.702,,,,,,,234.701,,
238,20093,64247874010661,2002,45.953826,-92.048332,13,5,,,112.827,,,,,121.917,,,,,150.009,,,,,,171.055,,,,,,,208.252
239,20094,63671307010661,2000,45.752075,-88.643973,37,5,42.466,,,,,43.945,,,,,43.88,,,,,,48.431,,,,,,,47.269,,
240,20094,64459050010661,2001,46.20573,-91.417614,7,5,,245.85,,,,,273.651,,,,,284.371,,,,,,315.69,,,,,,,362.151,
241,20094,63703181010661,2000,46.140176,-91.851892,129,5,66.489,,,,,79.664,,,,,78.118,,,,,,63.653,,,,,,,79.098,,
242,20094,64181151010661,2001,44.912131,-89.319785,73,5,,57.813,,,,,69.509,,,,,80.863,,,,,,110.907,,,,,,,115.647,
243,20095,63834281010661,2000,45.198503,-90.955837,17,5,12.836,,,,,23.721,,,,,32.161,,,,,,24.282,,,,,,,21.057,,
244,20095,64423593010661,2001,45.439965,-92.419392,95,5,,20.754,,,,,20.805,,,,,21.484,,,,,,23.591,,,,,,,30.989,
245,20096,64700450010661,2000,46.739846,-91.102614,7,5,16.639,,,,,21.83,,,,,29.296,,,,,,40.053,,,,,,,59.415,,
246,20096,64125340010661,2001,43.8865,-91.171319,63,5,,257.947,,,,,257.461,,,,,261.598,,,,,,,296.687,,,,,,,335.248
247,20096,63805219010661,2001,45.954336,-91.87563,129,5,,92.307,,,,,101.394,,,,,122.393,,,,,,143.839,,,,,,,164.44,
248,20097,63792365010661,2001,46.089845,-89.017754,125,5,,24.897,,,,,47.459,,,,,74.802,,,,,,,95.416,,,,,,,97.099
249,20097,64420390010661,2001,45.634476,-92.769089,95,5,,14.442,,,,,27.859,,,,,36.861,,,,,,61.526,,,,,,,99.584,
250,20098,63732334010661,2000,43.386059,-89.968115,111,5,81.987,,,,,111.663,,,,,133.629,,,,,,153.928,,,,,,,194.812,,
251,20099,63668403010661,2000,45.948924,-88.657476,37,5,57.214,,,,,66.467,,,,,71.896,,,,,30.676,,,,,,,44.919,,,
252,20100,63767195010661,2000,44.917879,-88.594536,78,5,82.265,,,,,84.368,,,,,75.881,,,,,,78.838,,,,,,,90.086,,
253,20100,63747659010661,2000,44.791634,-89.214699,115,5,14.57,,,,,24.06,,,,,39.392,,,,,44.96,,,,,,,57.357,,,
254,20100,64054266010661,2001,45.92502,-90.824442,113,5,,79.088,,,,,78.828,,,,,98.384,,,,,,100.494,,,,,,,110.531,
255,20100,64103767010661,2001,44.36527,-90.744657,53,5,,20.635,,,,,40.053,,,,,67.368,,,,,,97.085,,,,,,,130.624,
256,20101,63694168010661,2000,43.613553,-90.630975,123,5,118.916,,,,,145.795,,,,,167.445,,,,,,180.342,,,,,,,148.734,,
257,20101,63723447010661,2000,42.838472,-89.051364,105,5,152.181,,,,,160.757,,,,,135.59,,,,,,144.953,,,,,,,180.051,,
258,20101,64166774010661,2001,44.20338,-87.527357,71,5,,41.663,,,,,35.62,,,,,49.375,,,,,,50.034,,,,,,,39.237,
259,20101,64078439010661,2002,44.879445,-88.769754,115,5,,,106.139,,,,,112.282,,,,,123.954,,,,,,108.901,,,,,,,78.424
260,20102,63786838010661,2000,45.736978,-89.171322,85,5,11.244,,,,,16.925,,,,,24.082,,,,,43.101,,,,,,,57.407,,,
261,20102,63656132010661,2000,46.414234,-92.289877,31,5,45.385,,,,,28.584,,,,,34.258,,,,,40.581,,,,,,,51.188,,,
262,20102,63828747010661,2001,45.721159,-90.417038,99,5,,31.068,,,,,33.641,,,,,40.602,,,,,,49.652,,,,,,,58.86,
263,20102,64419139010661,2001,45.620953,-92.438864,95,5,,114.077,,,,,107.938,,,,,94.675,,,,,,106.649,,,,,,,104.112,
264,20103,63614863010661,2000,43.068896,-88.660471,55,5,29.478,,,,,31.864,,,,,41.539,,,,,56.12,,,,,,,85.963,,,
265,20103,63821346010661,2000,45.851167,-90.400994,99,5,109.912,,,,,111.334,,,,,117.736,,,,,,109.092,,,,,,,124.568,,
266,20103,63865658010661,2001,45.873058,-91.329403,113,5,,123.712,,,,,127.156,,,,,138.418,,,,,,178.477,,,,,,,208.74,
267,20103,63852516010661,2001,45.350445,-91.226529,107,5,,46.308,,,,,69.292,,,,,82.689,,,,,,99.233,,,,,,,125.359,
268,20104,64647117010661,2002,45.987752,-88.488249,37,5,,,97.165,,,,,112.557,,,,,115.961,,,,,,113.447,,,,,,,127.231
269,20105,63864626010661,2000,44.279688,-91.824832,11,5,180.464,,,,,172.177,,,,,180.536,,,,,195.717,,,,,,,217.495,,,
270,20106,64666555010661,2000,44.108197,-89.660569,1,5,52.025,,,,,51.279,,,,,43.774,,,,,41.992,,,,,,,38.013,,,
271,20106,63673345010661,2000,45.990033,-88.912378,41,5,35.991,,,,,46.404,,,,,66.831,,,,,82.725,,,,,,,100.507,,,
272,20106,63845408010661,2001,42.829273,-89.306722,105,5,,278.1,,,,,244.698,,,,,236.429,,,,,,251.075,,,,,,,239.212,
273,20106,64366390010661,2001,44.883148,-88.100944,83,5,,47.942,,,,,53.23,,,,,67.484,,,,,,72.163,,,,,,,88.323,
274,20107,63633062010661,2000,45.220781,-89.669118,69,5,25.515,,,,,23.665,,,,,27.457,,,,,,25.524,,,,,,,37.875,,
275,20107,64533225010661,2001,44.888119,-91.250493,17,5,,53.866,,,,,63.255,,,,,82.093,,,,,,,97.185,,,,,,,122.018
276,20107,63857504010661,2001,44.899425,-92.586622,109,5,,0.251,,,,,2.916,,,,,6.673,,,,,12.789,,,,,,,14.408,,
277,20107,63784300010661,2001,43.572102,-91.152541,123,5,,43.544,,,,,49.378,,,,,58.16,,,,,,56.43,,,,,,,49.289,
278,20107,64110264010661,2001,43.041772,-88.726354,55,5,,14.352,,,,,20.305,,,,,30.108,,,,,,,42.777,,,,,,,39.251
279,20107,64250153010661,2001,45.853768,-88.939003,41,5,,146.109,,,,,172.372,,,,,172.429,,,,,,191.338,,,,,,,232.851,
280,20108,64084226010661,2001,46.348961,-90.33452,51,5,,142.491,,,,,150.084,,,,,166.547,,,,,,,187.015,,,,,,,193.801
281,20108,64013976010661,2002,43.330712,-90.209206,103,5,,,131.48,,,,,148.993,,,,,169.373,,,,,,179.737,,,,,,,165.845
282,20109,63783413010661,2000,45.156443,-88.36613,83,5,160.861,,,,,172.388,,,,,164.565,,,,,173.481,,,,,,,175.441,,,
283,20109,64637316010661,2002,44.780787,-91.224025,35,5,,,38.084,,,,,44.121,,,,,61.086,,,,,,75.412,,,,,,,88.236
284,20110,64152028010661,2001,45.439773,-89.79419,69,5,,20.467,,,,,28.135,,,,,35.417,,,,,,60.272,,,,,,,71.227,
285,20110,63638363010661,2000,45.094829,-89.711967,73,5,136.929,,,,,151.574,,,,,179.377,,,,,,198.549,,,,,,,228.535,,
286,20110,63772064010661,2000,43.82748,-90.638561,81,5,97.403,,,,,74.28,,,,,91.735,,,,,95.28,,,,,,,129.268,,,
287,20110,64115169010661,2001,43.799759,-89.949594,57,5,,110.201,,,,,98.127,,,,,88.784,,,,,,113.711,,,,,,,107.157,
288,20111,63807711010661,2000,45.488262,-92.43979,95,5,115.918,,,,,126.345,,,,,140.392,,,,,,163.031,,,,,,,200.295,,
289,20111,63683597010661,2000,43.731412,-89.150617,47,5,42.075,,,,,39.3,,,,,26.634,,,,,,34.389,,,,,,,50.628,,
290,20111,63841323010661,2000,44.49722,-90.712878,19,5,52.739,,,,,76.371,,,,,106.87,,,,,,135.648,,,,,,,170.526,,
291,20112,64011680010661,2002,43.338517,-90.373779,103,5,,,39.62,,,,,54.757,,,,,67.329,,,,,,75.671,,,,,,,93.077
292,20113,64302020010661,2001,46.086222,-90.792748,3,5,,51.358,,,,,61.322,,,,,74.4,,,,,,98.121,,,,,,,133.333,
293,20113,64679929010661,2002,42.970834,-91.044847,43,5,,,74.994,,,,,84.839,,,,,96.981,,,,,,86.643,,,,,,,118.713
294,20114,64074046010661,2001,45.163652,-90.625069,119,5,,144.163,,,,,137.614,,,,,149.508,,,,,,167.679,,,,,,,187.83,
295,20114,64085276010661,2001,46.252677,-90.53332,51,5,,101.671,,,,,109.42,,,,,100.139,,,,,,,120.697,,,,,,,137.326
296,20114,64152445010661,2001,45.459109,-89.436479,69,5,,4.376,,,,,4.977,,,,,6.564,,,,,10.6,,,,,,,10.055,,
297,20114,64646296010661,2002,45.753473,-88.238661,37,5,,,93.051,,,,,101.724,,,,,112.397,,,,,,127.8,,,,,,,145.54
298,20115,63859377010661,2001,43.425103,-89.715852,111,5,,239.382,,,,,255.525,,,,,268.966,,,,,,302.519,,,,,,,257.461,
299,20115,64539718010661,2001,45.406519,-91.746169,5,5,,45.218,,,,,36.096,,,,,34.966,,,,,,45.816,,,,,,,62.935,
300,20116,63669059010661,2000,45.824081,-88.613746,37,5,175.214,,,,,184.085,,,,,186.022,,,,,180.984,,,,,,,141.934,,,
301,20119,63843719010661,2000,44.591451,-90.49668,19,5,77.866,,,,,84.755,,,,,93.306,,,,,,108.534,,,,,,,127.181,,
302,20119,64492443010661,2001,44.643685,-88.188114,9,5,,2.972,,,,,10.75,,,,,19.851,,,,,,21.62,,,,,,,25.573,
303,20119,64681850010661,2002,42.771421,-90.967034,43,5,,,31.23,,,,,17.126,,,,,33.0,,,,,,48.256,,,,,,,75.186
304,20120,63733477010661,2000,43.528926,-90.096969,111,5,83.701,,,,,100.54,,,,,120.825,,,,,,137.728,,,,,,,142.384,,
305,20120,63821260010661,2001,44.153282,-88.951874,137,5,,31.979,,,,,21.523,,,,,24.452,,,,,,,23.443,,,,,,,23.565
306,20120,64303064010661,2002,44.667497,-89.895351,141,5,,,33.044,,,,,44.629,,,,,45.811,,,,,,59.449,,,,,,,69.511
307,20121,63871235010661,2000,42.932676,-89.700195,25,5,67.691,,,,,79.218,,,,,80.715,,,,,,115.413,,,,,,,146.707,,
308,20121,63841003010661,2000,44.590978,-90.701691,19,5,61.215,,,,,83.081,,,,,103.487,,,,,118.516,,,,,,,146.002,,,
309,20121,64549777010661,2002,45.876186,-89.608013,85,5,,,76.66,,,,,86.919,,,,,101.592,,,,,,104.969,,,,,,,129.13
310,20122,64660439010661,2000,45.360039,-86.874234,29,5,163.378,,,,,165.791,,,,,158.534,,,,,134.895,,,,,,,147.847,,,
311,20122,64103340010661,2001,44.370541,-90.837923,53,5,,74.82,,,,,80.362,,,,,94.493,,,,,,108.897,,,,,,,121.808,
312,20122,64133407010661,2002,44.059426,-90.130056,57,5,,,96.533,,,,,115.953,,,,,120.428,,,,,,136.336,,,,,,,30.594
313,20123,63802368010661,2000,44.84572,-92.397601,93,5,97.878,,,,,102.341,,,,,108.688,,,,,56.78,,,,,,,52.817,,,
314,20123,64314392010661,2001,45.587377,-88.14582,75,5,,49.736,,,,,53.764,,,,,69.111,,,,,72.515,,,,,,,89.017,,
315,20124,64568325010661,2001,43.340897,-90.679051,23,5,,65.563,,,,,73.679,,,,,92.176,,,,,,99.832,,,,,,,107.071,
316,20124,64368415010661,2001,45.265472,-88.457025,83,5,,70.18,,,,,84.621,,,,,84.697,,,,,,,98.282,,,,,,,104.147
317,20125,63874707010661,2000,43.49395,-88.710851,27,5,25.455,,,,,38.683,,,,,28.666,,,,,,17.663,,,,,,,19.211,,
318,20125,63637629010661,2000,45.013991,-89.319502,73,5,132.24,,,,,129.502,,,,,150.812,,,,,161.676,,,,,,,205.431,,,
319,20126,63674781010661,2000,45.659361,-88.803714,41,5,28.249,,,,,39.997,,,,,57.97,,,,,70.733,,,,,,,118.92,,,
320,20126,63641218010661,2000,44.723295,-89.807149,73,5,116.559,,,,,131.641,,,,,152.545,,,,,165.062,,,,,,,188.256,,,
321,20126,64302877010661,2001,45.999268,-90.813704,3,5,,111.352,,,,,111.706,,,,,112.592,,,,,,,137.025,,,,,,,165.875
322,20128,63671091010661,2000,45.742222,-88.563018,37,5,25.915,,,,,39.111,,,,,58.237,,,,,,76.589,,,,,,,122.184,,
323,20128,63826727010661,2000,45.715326,-90.083268,99,5,120.343,,,,,132.546,,,,,156.913,,,,,,201.729,,,,,,,233.995,,
324,20128,64534430010661,2002,45.027463,-88.748602,78,5,,,87.492,,,,,111.784,,,,,132.089,,,,,,182.754,,,,,,,218.564
325,20128,64574754010661,2002,44.420954,-88.59608,87,5,,,11.093,,,,,12.906,,,,,20.883,,,,,,23.197,,,,,,,12.548
326,20128,63856669010661,2001,45.049235,-92.707555,109,5,,30.876,,,,,31.293,,,,,30.274,,,,,,,31.906,,,,,,,43.262
327,20128,64090514010661,2002,43.014069,-90.118039,49,5,,,99.791,,,,,132.313,,,,,157.593,,,,,,175.029,,,,,,,163.852
328,20129,63627861010661,2000,45.37075,-88.740098,67,5,150.485,,,,,159.023,,,,,174.187,,,,,,158.698,,,,,,,165.538,,
329,20129,63774051010661,2000,45.007665,-88.448072,83,5,48.264,,,,,59.614,,,,,56.034,,,,,62.017,,,,,,,71.44,,,
330,20130,63718516010661,2000,44.328047,-89.773745,141,5,30.926,,,,,48.832,,,,,55.242,,,,,74.347,,,,,,,78.795,,,
331,20130,64437554010661,2001,45.867464,-90.482813,99,5,,72.637,,,,,78.776,,,,,82.971,,,,,,,87.48,,,,,,,90.576
332,20130,64036528010661,2002,45.133596,-92.239706,109,5,,,36.903,,,,,41.624,,,,,53.628,,,,,,69.264,,,,,,,80.627
333,20131,63668936010661,2000,46.014625,-88.512235,37,5,142.181,,,,,152.266,,,,,139.668,,,,,144.815,,,,,,,148.815,,,
334,20131,63708033010661,2000,43.357226,-88.075192,131,5,23.643,,,,,37.439,,,,,50.64,,,,,,59.136,,,,,,,94.183,,
335,20132,64225120010661,2001,44.737082,-91.244439,35,5,,88.687,,,,,95.49,,,,,101.549,,,,,,123.961,,,,,,,82.271,
336,20133,63759850010661,2000,44.15944,-91.547324,121,5,19.179,,,,,16.786,,,,,24.483,,,,,35.285,,,,,,,48.476,,,
337,20133,63703524010661,2000,46.067331,-91.86183,129,5,109.131,,,,,120.318,,,,,142.285,,,,,162.597,,,,,,,186.204,,,
338,20133,63852983010661,2001,45.52007,-91.167908,107,5,,8.842,,,,,19.464,,,,,32.597,,,,,52.101,,,,,,,65.992,,
339,20134,63858582010661,2000,46.728591,-91.246533,7,5,32.614,,,,,54.56,,,,,74.923,,,,,,127.996,,,,,,,162.9,,
340,20134,64661757010661,2002,45.97663,-88.677064,41,5,,,75.201,,,,,81.281,,,,,92.056,,,,,,116.175,,,,,,,141.916
341,20134,64678802010661,2002,43.091584,-90.803434,43,5,,,64.369,,,,,78.463,,,,,93.165,,,,,,92.739,,,,,,,118.566
342,20135,64163332010661,2002,45.378994,-89.949379,69,5,,,99.584,,,,,109.444,,,,,112.186,,,,,,129.329,,,,,,,145.858
343,20135,64125723010661,2001,44.031793,-91.022896,63,5,,149.903,,,,,155.641,,,,,177.649,,,,,,113.268,,,,,,,89.634,
344,20137,63803592010661,2000,44.840791,-92.675351,93,5,6.811,,,,,10.746,,,,,16.335,,,,,,30.228,,,,,,,24.145,,
345,20137,64532270010661,2001,44.995113,-91.645528,17,5,,156.885,,,,,183.294,,,,,206.493,,,,,,254.428,,,,,,,226.145,
346,20137,64056359010661,2001,44.754876,-89.210051,115,5,,39.449,,,,,47.568,,,,,27.883,,,,,,70.07,,,,,,,96.171,
347,20137,63869618010661,2001,45.99071,-90.974841,113,5,,88.087,,,,,91.713,,,,,111.562,,,,,130.817,,,,,,,151.501,,
348,20138,63682467010661,2000,42.844501,-89.475744,45,5,0.803,,,,,1.311,,,,,1.998,,,,,3.041,,,,,,,5.148,,,
349,20138,64024435010661,2002,45.526895,-91.220882,107,5,,,103.492,,,,,101.978,,,,,113.882,,,,,,135.535,,,,,,,162.01
350,20138,64425676010661,2002,44.152356,-89.564361,137,5,,,91.762,,,,,93.051,,,,,74.093,,,,,,87.692,,,,,,,103.645
351,20140,63760445010661,2000,44.169386,-91.44809,121,5,76.782,,,,,77.555,,,,,95.681,,,,,,142.769,,,,,,,185.583,,
352,20140,63689197010661,2000,46.142221,-90.269619,51,5,112.582,,,,,125.775,,,,,151.195,,,,,,151.163,,,,,,,168.041,,
353,20140,64511152010661,2001,45.809156,-92.486643,13,5,,19.187,,,,,15.738,,,,,15.638,,,,,,24.997,,,,,,,25.073,
354,20140,64237936010661,2002,44.346015,-91.579001,11,5,,,176.241,,,,,187.953,,,,,184.38,,,,,,188.363,,,,,,,214.045
355,20140,64075187010661,2002,45.978886,-90.974135,113,5,,,85.625,,,,,92.501,,,,,96.425,,,,,,104.696,,,,,,,122.661
356,20141,64083316010661,2001,46.343002,-90.493585,51,5,,158.077,,,,,145.179,,,,,177.451,,,,,197.18,,,,,,,207.757,,
357,20141,64273464010661,2002,44.780608,-90.428624,19,5,,,19.869,,,,,19.102,,,,,4.719,,,,,,5.954,,,,,,,6.536
358,20142,63834463010661,2001,45.804079,-90.156311,99,5,,187.296,,,,,205.857,,,,,218.2,,,,,235.223,,,,,,,244.199,,
359,20143,64410505010661,2002,44.668194,-88.704657,135,5,,,80.198,,,,,89.707,,,,,98.015,,,,,,113.048,,,,,,,22.882
360,20143,63765067010661,2000,43.918442,-89.566236,77,5,94.568,,,,,112.473,,,,,102.915,,,,,,112.926,,,,,,,101.036,,
361,20143,63666968010661,2000,44.767371,-91.080963,35,5,106.459,,,,,120.206,,,,,124.752,,,,,,138.281,,,,,,,159.029,,
362,20143,63612648010661,2000,44.108003,-91.030177,53,5,57.888,,,,,62.407,,,,,60.67,,,,,,81.884,,,,,,,109.715,,
363,20143,64113388010661,2001,44.15621,-90.107046,57,5,,7.241,,,,,25.103,,,,,16.228,,,,,,26.243,,,,,,,27.399,
364,20143,64081796010661,2001,46.507897,-90.296184,51,5,,225.45,,,,,243.724,,,,,279.67,,,,,,312.818,,,,,,,334.849,
365,20143,64629731010661,2002,44.785191,-92.105996,33,5,,,157.608,,,,,173.736,,,,,203.313,,,,,,108.431,,,,,,,128.779
366,20144,63670872010661,2000,45.994193,-88.473403,37,5,122.035,,,,,123.824,,,,,123.76,,,,,,138.107,,,,,,,166.33,,
367,20144,63630424010661,2000,45.434765,-89.962149,69,5,14.217,,,,,20.493,,,,,33.264,,,,,49.381,,,,,,,73.633,,,
368,20144,63706135010661,2000,45.690514,-91.681134,129,5,93.7,,,,,98.847,,,,,114.398,,,,,,114.839,,,,,,,122.616,,
369,20145,63659750010661,2000,46.550451,-91.861006,31,5,75.573,,,,,84.915,,,,,83.156,,,,,,92.942,,,,,,,106.973,,
370,20145,63621933010661,2000,43.822247,-90.924746,63,5,108.075,,,,,105.851,,,,,127.407,,,,,,126.77,,,,,,,142.557,,
